epoch,opponent,win_rate
1148,DumbBot,100.0
1149,DumbBot,100.0
1150,DumbBot,80.0
1151,DumbBot,80.0
1152,DumbBot,80.0
1153,DumbBot,80.0
1154,DumbBot,60.0
1155,DumbBot,60.0
1156,DumbBot,100.0
1157,DumbBot,100.0
1158,DumbBot,60.0
1159,DumbBot,80.0
1160,DumbBot,80.0
1161,DumbBot,80.0
1162,DumbBot,100.0
1163,DumbBot,60.0
1164,DumbBot,100.0
1165,DumbBot,40.0
1166,DumbBot,100.0
1167,DumbBot,100.0
1168,DumbBot,100.0
1169,DumbBot,80.0
1170,DumbBot,100.0
1171,DumbBot,80.0
1172,DumbBot,100.0
1173,DumbBot,100.0
1174,DumbBot,80.0
1175,DumbBot,100.0
1176,DumbBot,80.0
1177,DumbBot,80.0
1178,DumbBot,100.0
1179,DumbBot,80.0
1180,DumbBot,100.0
1181,DumbBot,80.0
1182,DumbBot,100.0
1183,DumbBot,100.0
1184,DumbBot,60.0
1185,DumbBot,100.0
1186,DumbBot,100.0
1187,DumbBot,60.0
1188,DumbBot,100.0
1189,DumbBot,60.0
1190,DumbBot,100.0
1191,DumbBot,80.0
1192,DumbBot,40.0
1193,DumbBot,100.0
1194,DumbBot,100.0
1195,DumbBot,100.0
1196,DumbBot,100.0
1197,DumbBot,100.0
1198,DumbBot,80.0
1199,DumbBot,100.0
1200,DumbBot,80.0
1201,DumbBot,80.0
1202,DumbBot,80.0
1203,DumbBot,100.0
1204,DumbBot,100.0
1205,DumbBot,100.0
1206,DumbBot,80.0
1207,DumbBot,80.0
1208,DumbBot,100.0
1209,DumbBot,100.0
1210,DumbBot,60.0
1211,DumbBot,80.0
1212,DumbBot,100.0
1213,DumbBot,40.0
1214,DumbBot,80.0
1215,DumbBot,100.0
1216,DumbBot,80.0
1217,DumbBot,80.0
1218,DumbBot,100.0
1219,DumbBot,100.0
1220,DumbBot,100.0
1221,DumbBot,100.0
1222,DumbBot,100.0
1223,DumbBot,40.0
1224,DumbBot,100.0
1225,DumbBot,60.0
1226,DumbBot,80.0
1227,DumbBot,100.0
1228,DumbBot,100.0
1229,DumbBot,80.0
1230,DumbBot,80.0
1231,DumbBot,100.0
1232,DumbBot,40.0
1233,DumbBot,100.0
1234,DumbBot,80.0
1235,DumbBot,100.0
1236,DumbBot,100.0
1237,DumbBot,80.0
1238,DumbBot,100.0
1239,DumbBot,80.0
1240,DumbBot,100.0
1241,DumbBot,100.0
1242,DumbBot,100.0
1243,DumbBot,100.0
1244,DumbBot,80.0
1245,DumbBot,80.0
1246,DumbBot,100.0
1247,DumbBot,100.0
1248,DumbBot,100.0
1249,DumbBot,80.0
1250,DumbBot,100.0
1251,DumbBot,60.0
1252,DumbBot,80.0
1253,DumbBot,100.0
1254,DumbBot,80.0
1255,DumbBot,60.0
1256,DumbBot,80.0
1257,DumbBot,100.0
1258,DumbBot,60.0
1259,DumbBot,100.0
1260,DumbBot,100.0
1261,DumbBot,80.0
1262,DumbBot,100.0
1263,DumbBot,80.0
1264,DumbBot,80.0
1265,DumbBot,80.0
1266,DumbBot,60.0
1267,DumbBot,80.0
1268,DumbBot,60.0
1269,DumbBot,60.0
1270,DumbBot,100.0
1271,DumbBot,100.0
1272,DumbBot,100.0
1273,DumbBot,40.0
1274,DumbBot,60.0
1275,DumbBot,80.0
1276,DumbBot,80.0
1277,DumbBot,80.0
1278,DumbBot,100.0
1279,DumbBot,80.0
1280,DumbBot,100.0
1281,DumbBot,100.0
1282,DumbBot,80.0
1283,DumbBot,80.0
1284,DumbBot,100.0
1285,DumbBot,100.0
1286,DumbBot,60.0
1287,DumbBot,60.0
1288,DumbBot,100.0
1289,DumbBot,100.0
1290,DumbBot,80.0
1291,DumbBot,100.0
1292,DumbBot,80.0
1293,DumbBot,100.0
1294,DumbBot,60.0
1295,DumbBot,60.0
1296,DumbBot,100.0
1297,DumbBot,100.0
1298,DumbBot,60.0
1299,DumbBot,80.0
1300,DumbBot,100.0
1301,DumbBot,80.0
1302,DumbBot,100.0
1303,DumbBot,80.0
1304,DumbBot,80.0
1305,DumbBot,100.0
1306,DumbBot,80.0
1307,DumbBot,100.0
1308,DumbBot,80.0
1309,DumbBot,100.0
1310,DumbBot,100.0
1311,DumbBot,80.0
1312,DumbBot,60.0
1313,DumbBot,80.0
1314,DumbBot,80.0
1315,DumbBot,80.0
1316,DumbBot,80.0
1317,DumbBot,100.0
1318,DumbBot,100.0
1319,DumbBot,100.0
1320,DumbBot,100.0
1321,DumbBot,80.0
1322,DumbBot,80.0
1323,DumbBot,60.0
1324,DumbBot,100.0
1325,DumbBot,80.0
1326,DumbBot,100.0
1327,DumbBot,100.0
1328,DumbBot,80.0
1329,DumbBot,100.0
1330,DumbBot,80.0
1331,DumbBot,100.0
1332,DumbBot,100.0
1333,DumbBot,80.0
1334,DumbBot,100.0
1335,DumbBot,60.0
1336,DumbBot,100.0
1337,DumbBot,100.0
1338,DumbBot,60.0
1339,DumbBot,80.0
1340,DumbBot,60.0
1341,DumbBot,100.0
1342,DumbBot,100.0
1343,DumbBot,80.0
1344,DumbBot,100.0
1345,DumbBot,100.0
1346,DumbBot,100.0
1347,DumbBot,60.0
1348,DumbBot,60.0
1349,DumbBot,80.0
1350,DumbBot,100.0
1351,DumbBot,40.0
1352,DumbBot,100.0
1353,DumbBot,40.0
1354,DumbBot,60.0
1355,DumbBot,80.0
1356,DumbBot,100.0
1357,DumbBot,100.0
1358,DumbBot,80.0
1359,DumbBot,100.0
1360,DumbBot,100.0
1361,DumbBot,80.0
1362,DumbBot,80.0
1363,DumbBot,100.0
1364,DumbBot,100.0
1365,DumbBot,100.0
1366,DumbBot,80.0
1367,DumbBot,100.0
1368,DumbBot,80.0
1369,DumbBot,100.0
1370,DumbBot,80.0
1371,DumbBot,100.0
1372,DumbBot,100.0
1373,DumbBot,100.0
1374,DumbBot,80.0
1375,DumbBot,80.0
1376,DumbBot,60.0
1377,DumbBot,80.0
1378,DumbBot,80.0
1379,DumbBot,80.0
1380,DumbBot,100.0
1381,DumbBot,80.0
1382,DumbBot,100.0
1383,DumbBot,60.0
1384,DumbBot,80.0
1385,DumbBot,80.0
1386,DumbBot,100.0
1387,DumbBot,100.0
1388,DumbBot,40.0
1389,DumbBot,80.0
1390,DumbBot,80.0
1391,DumbBot,80.0
1392,DumbBot,100.0
1393,DumbBot,80.0
1394,DumbBot,100.0
1395,DumbBot,100.0
1396,DumbBot,60.0
1397,DumbBot,100.0
1398,DumbBot,100.0
1399,DumbBot,100.0
1400,DumbBot,100.0
1401,DumbBot,80.0
1402,DumbBot,100.0
1403,DumbBot,60.0
1404,DumbBot,80.0
1405,DumbBot,80.0
1406,DumbBot,80.0
1407,DumbBot,100.0
1408,DumbBot,60.0
1409,DumbBot,100.0
1410,DumbBot,100.0
1411,DumbBot,100.0
1412,DumbBot,80.0
1413,DumbBot,80.0
1414,DumbBot,80.0
1415,DumbBot,80.0
1416,DumbBot,60.0
1417,DumbBot,100.0
1418,DumbBot,100.0
1419,DumbBot,80.0
1420,DumbBot,100.0
1421,DumbBot,100.0
1422,DumbBot,80.0
1423,DumbBot,100.0
1424,DumbBot,100.0
1425,DumbBot,60.0
1426,DumbBot,100.0
1427,DumbBot,80.0
1428,DumbBot,80.0
1429,DumbBot,80.0
1430,DumbBot,100.0
1431,DumbBot,100.0
1432,DumbBot,80.0
1433,DumbBot,80.0
1434,DumbBot,60.0
1435,DumbBot,80.0
1436,DumbBot,80.0
1437,DumbBot,80.0
1438,DumbBot,100.0
1439,DumbBot,100.0
1440,DumbBot,100.0
1441,DumbBot,100.0
1442,DumbBot,100.0
1443,DumbBot,80.0
1444,DumbBot,60.0
1445,DumbBot,80.0
1446,DumbBot,80.0
1447,DumbBot,60.0
1448,DumbBot,100.0
1449,DumbBot,100.0
1450,DumbBot,100.0
1451,DumbBot,100.0
1452,DumbBot,40.0
1453,DumbBot,100.0
1454,DumbBot,80.0
1455,DumbBot,100.0
1456,DumbBot,100.0
1457,DumbBot,100.0
1458,DumbBot,100.0
1459,DumbBot,80.0
1460,DumbBot,40.0
1461,DumbBot,100.0
1462,DumbBot,80.0
1463,DumbBot,100.0
1464,DumbBot,100.0
1465,DumbBot,100.0
1466,DumbBot,100.0
1467,DumbBot,100.0
1468,DumbBot,100.0
1469,DumbBot,60.0
1470,DumbBot,80.0
1471,DumbBot,80.0
1472,DumbBot,100.0
1473,DumbBot,80.0
1474,DumbBot,100.0
1475,DumbBot,60.0
1476,DumbBot,80.0
1477,DumbBot,100.0
1478,DumbBot,100.0
1479,DumbBot,100.0
1480,DumbBot,100.0
1481,DumbBot,80.0
1482,DumbBot,100.0
1483,DumbBot,80.0
1484,DumbBot,80.0
1485,DumbBot,100.0
1486,DumbBot,40.0
1487,DumbBot,60.0
1488,DumbBot,80.0
1489,DumbBot,40.0
1490,DumbBot,80.0
1491,DumbBot,100.0
1492,DumbBot,80.0
1493,DumbBot,60.0
1494,DumbBot,100.0
1495,DumbBot,80.0
1496,DumbBot,100.0
1497,DumbBot,100.0
1498,DumbBot,100.0
1499,DumbBot,100.0
1500,DumbBot,100.0
1501,CastellaBot,20.0
1502,CastellaBot,20.0
1503,CastellaBot,40.0
1504,CastellaBot,60.0
1505,CastellaBot,20.0
1506,CastellaBot,40.0
1507,CastellaBot,60.0
1508,CastellaBot,60.0
1509,CastellaBot,40.0
1510,CastellaBot,40.0
1511,CastellaBot,60.0
1512,CastellaBot,20.0
1513,CastellaBot,40.0
1514,CastellaBot,20.0
1515,CastellaBot,60.0
1516,CastellaBot,40.0
1517,CastellaBot,20.0
1518,CastellaBot,0.0
1519,CastellaBot,20.0
1520,CastellaBot,20.0
1521,CastellaBot,40.0
1522,CastellaBot,40.0
1523,CastellaBot,0.0
1524,CastellaBot,0.0
1525,CastellaBot,0.0
1526,CastellaBot,20.0
1527,CastellaBot,80.0
1528,CastellaBot,60.0
1529,CastellaBot,60.0
1530,CastellaBot,40.0
1531,CastellaBot,40.0
1532,CastellaBot,100.0
1533,CastellaBot,80.0
1534,CastellaBot,80.0
1535,CastellaBot,0.0
1536,CastellaBot,60.0
1537,CastellaBot,0.0
1538,CastellaBot,100.0
1539,CastellaBot,60.0
1540,CastellaBot,40.0
1541,CastellaBot,40.0
1542,CastellaBot,60.0
1543,CastellaBot,60.0
1544,CastellaBot,20.0
1545,CastellaBot,60.0
1546,CastellaBot,40.0
1547,CastellaBot,0.0
1548,CastellaBot,60.0
1549,CastellaBot,40.0
1550,CastellaBot,60.0
1551,CastellaBot,0.0
1552,CastellaBot,0.0
1553,CastellaBot,60.0
1554,CastellaBot,0.0
1555,CastellaBot,40.0
1556,CastellaBot,0.0
1557,CastellaBot,40.0
1558,CastellaBot,60.0
1559,CastellaBot,40.0
1560,CastellaBot,40.0
1561,CastellaBot,40.0
1562,CastellaBot,20.0
1563,CastellaBot,40.0
1564,CastellaBot,40.0
1565,CastellaBot,0.0
1566,CastellaBot,0.0
1567,CastellaBot,20.0
1568,CastellaBot,20.0
1569,CastellaBot,40.0
1570,CastellaBot,0.0
1571,CastellaBot,20.0
1572,CastellaBot,40.0
1573,CastellaBot,20.0
1574,CastellaBot,60.0
1575,CastellaBot,40.0
1576,CastellaBot,20.0
1577,CastellaBot,0.0
1578,CastellaBot,20.0
1579,CastellaBot,20.0
1580,CastellaBot,40.0
1581,CastellaBot,40.0
1582,CastellaBot,40.0
1583,CastellaBot,40.0
1584,CastellaBot,20.0
1585,CastellaBot,20.0
1586,CastellaBot,20.0
1587,CastellaBot,20.0
1588,CastellaBot,0.0
1589,CastellaBot,40.0
1590,CastellaBot,40.0
1591,CastellaBot,20.0
1592,CastellaBot,0.0
1593,CastellaBot,20.0
1594,CastellaBot,40.0
1595,CastellaBot,0.0
1596,CastellaBot,20.0
1597,CastellaBot,0.0
1598,CastellaBot,40.0
1599,CastellaBot,20.0
1600,CastellaBot,20.0
1601,CastellaBot,20.0
1602,CastellaBot,40.0
1603,CastellaBot,40.0
1604,CastellaBot,20.0
1605,CastellaBot,0.0
1606,CastellaBot,20.0
1607,CastellaBot,20.0
1608,CastellaBot,20.0
1609,CastellaBot,60.0
1610,CastellaBot,60.0
1611,CastellaBot,60.0
1612,CastellaBot,20.0
1613,CastellaBot,40.0
1614,CastellaBot,0.0
1615,CastellaBot,0.0
1616,CastellaBot,40.0
1617,CastellaBot,40.0
1618,CastellaBot,40.0
1619,CastellaBot,20.0
1620,CastellaBot,20.0
1621,CastellaBot,20.0
1622,CastellaBot,40.0
1623,CastellaBot,0.0
1624,CastellaBot,0.0
1625,CastellaBot,0.0
1626,CastellaBot,60.0
1627,CastellaBot,40.0
1628,CastellaBot,60.0
1629,CastellaBot,20.0
1630,CastellaBot,0.0
1631,CastellaBot,20.0
1632,CastellaBot,20.0
1633,CastellaBot,40.0
1634,CastellaBot,20.0
1635,CastellaBot,40.0
1636,CastellaBot,20.0
1637,CastellaBot,0.0
1638,CastellaBot,60.0
1639,CastellaBot,40.0
1640,CastellaBot,0.0
1641,CastellaBot,0.0
1642,CastellaBot,0.0
1643,CastellaBot,20.0
1644,CastellaBot,20.0
1645,CastellaBot,60.0
1646,CastellaBot,80.0
1647,CastellaBot,20.0
1648,CastellaBot,40.0
1649,CastellaBot,20.0
1650,CastellaBot,20.0
1651,CastellaBot,60.0
1652,CastellaBot,20.0
1653,CastellaBot,60.0
1654,CastellaBot,60.0
1655,CastellaBot,0.0
1656,CastellaBot,0.0
1657,CastellaBot,40.0
1658,CastellaBot,0.0
1659,CastellaBot,40.0
1660,CastellaBot,0.0
1661,CastellaBot,20.0
1662,CastellaBot,20.0
1663,CastellaBot,20.0
1664,CastellaBot,0.0
1665,CastellaBot,40.0
1666,CastellaBot,20.0
1667,CastellaBot,40.0
1668,CastellaBot,20.0
1669,CastellaBot,80.0
1670,CastellaBot,0.0
1671,CastellaBot,80.0
1672,CastellaBot,20.0
1673,CastellaBot,40.0
1674,CastellaBot,20.0
1675,CastellaBot,0.0
1676,CastellaBot,0.0
1677,CastellaBot,40.0
1678,CastellaBot,0.0
1679,CastellaBot,20.0
1680,CastellaBot,40.0
1681,CastellaBot,20.0
1682,CastellaBot,40.0
1683,CastellaBot,0.0
1684,CastellaBot,20.0
1685,CastellaBot,0.0
1686,CastellaBot,20.0
1687,CastellaBot,0.0
1688,CastellaBot,0.0
1689,CastellaBot,40.0
1690,CastellaBot,40.0
1691,CastellaBot,0.0
1692,CastellaBot,80.0
1693,CastellaBot,40.0
1694,CastellaBot,20.0
1695,CastellaBot,60.0
1696,CastellaBot,20.0
1697,CastellaBot,60.0
1698,CastellaBot,20.0
1699,CastellaBot,20.0
1700,CastellaBot,0.0
1701,CastellaBot,60.0
1702,CastellaBot,0.0
1703,CastellaBot,20.0
1704,CastellaBot,60.0
1705,CastellaBot,20.0
1706,CastellaBot,40.0
1707,CastellaBot,40.0
1708,CastellaBot,20.0
1709,CastellaBot,20.0
1710,CastellaBot,0.0
1711,CastellaBot,60.0
1712,CastellaBot,60.0
1713,CastellaBot,20.0
1714,CastellaBot,20.0
1715,CastellaBot,60.0
1716,CastellaBot,20.0
1717,CastellaBot,20.0
1718,CastellaBot,40.0
1719,CastellaBot,0.0
1720,CastellaBot,40.0
1721,CastellaBot,0.0
1722,CastellaBot,40.0
1723,CastellaBot,20.0
1724,CastellaBot,20.0
1725,CastellaBot,40.0
1726,CastellaBot,20.0
1727,CastellaBot,20.0
1728,CastellaBot,60.0
1729,CastellaBot,20.0
1730,CastellaBot,60.0
1731,CastellaBot,20.0
1732,CastellaBot,40.0
1733,CastellaBot,20.0
1734,CastellaBot,40.0
1735,CastellaBot,60.0
1736,CastellaBot,40.0
1737,CastellaBot,40.0
1738,CastellaBot,80.0
1739,CastellaBot,20.0
1740,CastellaBot,20.0
1741,CastellaBot,0.0
1742,CastellaBot,20.0
1743,CastellaBot,0.0
1744,CastellaBot,0.0
1745,CastellaBot,0.0
1746,CastellaBot,60.0
1747,CastellaBot,40.0
1748,CastellaBot,40.0
1749,CastellaBot,0.0
1750,CastellaBot,0.0
1751,CastellaBot,40.0
1752,CastellaBot,0.0
1753,CastellaBot,0.0
1754,CastellaBot,20.0
1755,CastellaBot,20.0
1756,CastellaBot,0.0
1757,CastellaBot,0.0
1758,CastellaBot,20.0
1759,CastellaBot,20.0
1760,CastellaBot,40.0
1761,CastellaBot,20.0
1762,CastellaBot,40.0
1763,CastellaBot,60.0
1764,CastellaBot,60.0
1765,CastellaBot,20.0
1766,CastellaBot,60.0
1767,CastellaBot,40.0
1768,CastellaBot,0.0
1769,CastellaBot,20.0
1770,CastellaBot,0.0
1771,CastellaBot,40.0
1772,CastellaBot,40.0
1773,CastellaBot,60.0
1774,CastellaBot,20.0
1775,CastellaBot,20.0
1776,CastellaBot,40.0
1777,CastellaBot,0.0
1778,CastellaBot,60.0
1779,CastellaBot,0.0
1780,CastellaBot,40.0
1781,CastellaBot,60.0
1782,CastellaBot,40.0
1783,CastellaBot,60.0
1784,CastellaBot,40.0
1785,CastellaBot,20.0
1786,CastellaBot,60.0
1787,CastellaBot,20.0
1788,CastellaBot,20.0
1789,CastellaBot,60.0
1790,CastellaBot,20.0
1791,CastellaBot,20.0
1792,CastellaBot,20.0
1793,CastellaBot,60.0
1794,CastellaBot,0.0
1795,CastellaBot,0.0
1796,CastellaBot,0.0
1797,CastellaBot,20.0
1798,CastellaBot,20.0
1799,CastellaBot,0.0
1800,CastellaBot,20.0
1801,CastellaBot,40.0
1802,CastellaBot,40.0
1803,CastellaBot,0.0
1804,CastellaBot,0.0
1805,CastellaBot,60.0
1806,CastellaBot,20.0
1807,CastellaBot,0.0
1808,CastellaBot,20.0
1809,CastellaBot,20.0
1810,CastellaBot,40.0
1811,CastellaBot,20.0
1812,CastellaBot,20.0
1813,CastellaBot,40.0
1814,CastellaBot,20.0
1815,CastellaBot,40.0
1816,CastellaBot,40.0
1817,CastellaBot,20.0
1818,CastellaBot,20.0
1819,CastellaBot,20.0
1820,CastellaBot,20.0
1821,CastellaBot,40.0
1822,CastellaBot,20.0
1823,CastellaBot,60.0
1824,CastellaBot,40.0
1825,CastellaBot,0.0
1826,CastellaBot,0.0
1827,CastellaBot,20.0
1828,CastellaBot,20.0
1829,CastellaBot,20.0
1830,CastellaBot,0.0
1831,CastellaBot,40.0
1832,CastellaBot,20.0
1833,CastellaBot,20.0
1834,CastellaBot,40.0
1835,CastellaBot,40.0
1836,CastellaBot,80.0
1837,CastellaBot,40.0
1838,CastellaBot,20.0
1839,CastellaBot,0.0
1840,CastellaBot,20.0
1841,CastellaBot,20.0
1842,CastellaBot,40.0
1843,CastellaBot,20.0
1844,CastellaBot,20.0
1845,CastellaBot,60.0
1846,CastellaBot,20.0
1847,CastellaBot,80.0
1848,CastellaBot,0.0
1849,CastellaBot,40.0
1850,CastellaBot,40.0
1851,CastellaBot,40.0
1852,CastellaBot,40.0
1853,CastellaBot,40.0
1854,CastellaBot,40.0
1855,CastellaBot,20.0
1856,CastellaBot,0.0
1857,CastellaBot,20.0
1858,CastellaBot,20.0
1859,CastellaBot,20.0
1860,CastellaBot,0.0
1861,CastellaBot,20.0
1862,CastellaBot,80.0
1863,CastellaBot,0.0
1864,CastellaBot,20.0
1865,CastellaBot,60.0
1866,CastellaBot,40.0
1867,CastellaBot,20.0
1868,CastellaBot,40.0
1869,CastellaBot,40.0
1870,CastellaBot,40.0
1871,CastellaBot,60.0
1872,CastellaBot,40.0
1873,CastellaBot,20.0
1874,CastellaBot,20.0
1875,CastellaBot,20.0
1876,CastellaBot,20.0
1877,CastellaBot,40.0
1878,CastellaBot,40.0
1879,CastellaBot,20.0
1880,CastellaBot,40.0
1881,CastellaBot,20.0
1882,CastellaBot,20.0
1883,CastellaBot,20.0
1884,CastellaBot,0.0
1885,CastellaBot,20.0
1886,CastellaBot,20.0
1887,CastellaBot,80.0
1888,CastellaBot,80.0
1889,CastellaBot,60.0
1890,CastellaBot,40.0
1891,CastellaBot,60.0
1892,CastellaBot,40.0
1893,CastellaBot,60.0
1894,CastellaBot,40.0
1895,CastellaBot,80.0
1896,CastellaBot,40.0
1897,CastellaBot,20.0
1898,CastellaBot,40.0
1899,CastellaBot,20.0
1900,CastellaBot,60.0
1901,CastellaBot,40.0
1902,CastellaBot,40.0
1903,CastellaBot,20.0
1904,CastellaBot,20.0
1905,CastellaBot,0.0
1906,CastellaBot,60.0
1907,CastellaBot,0.0
1908,CastellaBot,40.0
1909,CastellaBot,40.0
1910,CastellaBot,60.0
1911,CastellaBot,20.0
1912,CastellaBot,60.0
1913,CastellaBot,20.0
1914,CastellaBot,0.0
1915,CastellaBot,40.0
1916,CastellaBot,40.0
1917,CastellaBot,40.0
1918,CastellaBot,40.0
1919,CastellaBot,0.0
1920,CastellaBot,20.0
1921,CastellaBot,40.0
1922,CastellaBot,20.0
1923,CastellaBot,40.0
1924,CastellaBot,40.0
1925,CastellaBot,40.0
1926,CastellaBot,60.0
1927,CastellaBot,20.0
1928,CastellaBot,60.0
1929,CastellaBot,20.0
1930,CastellaBot,20.0
1931,CastellaBot,0.0
1932,CastellaBot,40.0
1933,CastellaBot,40.0
1934,CastellaBot,0.0
1935,CastellaBot,20.0
1936,CastellaBot,0.0
1937,CastellaBot,40.0
1938,CastellaBot,40.0
1939,CastellaBot,40.0
1940,CastellaBot,60.0
1941,CastellaBot,0.0
1942,CastellaBot,20.0
1943,CastellaBot,40.0
1944,CastellaBot,20.0
1945,CastellaBot,60.0
1946,CastellaBot,40.0
1947,CastellaBot,40.0
1948,CastellaBot,40.0
1949,CastellaBot,20.0
1950,CastellaBot,20.0
1951,CastellaBot,80.0
1952,CastellaBot,40.0
1953,CastellaBot,60.0
1954,CastellaBot,80.0
1955,CastellaBot,40.0
1956,CastellaBot,40.0
1957,CastellaBot,20.0
1958,CastellaBot,60.0
1959,CastellaBot,100.0
1960,CastellaBot,0.0
1961,CastellaBot,80.0
1962,CastellaBot,60.0
1963,CastellaBot,60.0
1964,CastellaBot,20.0
1965,CastellaBot,80.0
1966,CastellaBot,20.0
1967,CastellaBot,40.0
1968,CastellaBot,60.0
1969,CastellaBot,0.0
1970,CastellaBot,0.0
1971,CastellaBot,0.0
1972,CastellaBot,40.0
1973,CastellaBot,60.0
1974,CastellaBot,20.0
1975,CastellaBot,60.0
1976,CastellaBot,20.0
1977,CastellaBot,40.0
1978,CastellaBot,60.0
1979,CastellaBot,80.0
1980,CastellaBot,40.0
1981,CastellaBot,60.0
1982,CastellaBot,60.0
1983,CastellaBot,60.0
1984,CastellaBot,60.0
1985,CastellaBot,60.0
1986,CastellaBot,60.0
1987,CastellaBot,40.0
1988,CastellaBot,60.0
1989,CastellaBot,40.0
1990,CastellaBot,40.0
1991,CastellaBot,40.0
1992,CastellaBot,60.0
1993,CastellaBot,80.0
1994,CastellaBot,80.0
1995,CastellaBot,40.0
1996,CastellaBot,40.0
1997,CastellaBot,20.0
1998,CastellaBot,60.0
1999,CastellaBot,60.0
2000,CastellaBot,40.0
2001,CastellaBot,80.0
2002,CastellaBot,40.0
2003,CastellaBot,100.0
2004,CastellaBot,40.0
2005,CastellaBot,60.0
2006,CastellaBot,40.0
2007,CastellaBot,60.0
2008,CastellaBot,60.0
2009,CastellaBot,20.0
2010,CastellaBot,60.0
2011,CastellaBot,40.0
2012,CastellaBot,100.0
2013,CastellaBot,100.0
2014,CastellaBot,40.0
2015,CastellaBot,60.0
2016,CastellaBot,60.0
2017,CastellaBot,60.0
2018,CastellaBot,60.0
2019,CastellaBot,60.0
2020,CastellaBot,20.0
2021,CastellaBot,60.0
2022,CastellaBot,40.0
2023,CastellaBot,40.0
2024,CastellaBot,80.0
2025,CastellaBot,40.0
2026,CastellaBot,60.0
2027,CastellaBot,80.0
2028,CastellaBot,80.0
2029,CastellaBot,40.0
2030,CastellaBot,60.0
2031,CastellaBot,80.0
2032,CastellaBot,60.0
2033,CastellaBot,40.0
2034,CastellaBot,80.0
2035,CastellaBot,40.0
2036,CastellaBot,20.0
2037,CastellaBot,80.0
2038,CastellaBot,40.0
2039,CastellaBot,60.0
2040,CastellaBot,60.0
2041,CastellaBot,60.0
2042,CastellaBot,60.0
2043,CastellaBot,20.0
2044,CastellaBot,40.0
2045,CastellaBot,80.0
2046,CastellaBot,80.0
2047,CastellaBot,20.0
2048,CastellaBot,20.0
2049,CastellaBot,80.0
2050,CastellaBot,60.0
2051,CastellaBot,20.0
2052,CastellaBot,60.0
2053,CastellaBot,60.0
2054,CastellaBot,60.0
2055,CastellaBot,60.0
2056,CastellaBot,40.0
2057,CastellaBot,80.0
2058,CastellaBot,20.0
2059,CastellaBot,40.0
2060,CastellaBot,60.0
2061,CastellaBot,20.0
2062,CastellaBot,40.0
2063,CastellaBot,40.0
2064,CastellaBot,20.0
2065,CastellaBot,40.0
2066,CastellaBot,20.0
2067,CastellaBot,40.0
2068,CastellaBot,20.0
2069,CastellaBot,60.0
2070,CastellaBot,20.0
2071,CastellaBot,60.0
2072,CastellaBot,80.0
2073,CastellaBot,60.0
2074,CastellaBot,60.0
2075,CastellaBot,60.0
2076,CastellaBot,40.0
2077,CastellaBot,80.0
2078,CastellaBot,60.0
2079,CastellaBot,40.0
2080,CastellaBot,20.0
2081,CastellaBot,80.0
2082,CastellaBot,60.0
2083,CastellaBot,60.0
2084,CastellaBot,60.0
2085,CastellaBot,0.0
2086,CastellaBot,20.0
2087,CastellaBot,40.0
2088,CastellaBot,80.0
2089,CastellaBot,40.0
2090,CastellaBot,60.0
2091,CastellaBot,60.0
2092,CastellaBot,40.0
2093,CastellaBot,40.0
2094,CastellaBot,0.0
2095,CastellaBot,20.0
2096,CastellaBot,0.0
2097,CastellaBot,60.0
2098,CastellaBot,60.0
2099,CastellaBot,20.0
2100,CastellaBot,0.0
2101,CastellaBot,60.0
2102,CastellaBot,40.0
2103,CastellaBot,40.0
2104,CastellaBot,60.0
2105,CastellaBot,40.0
2106,CastellaBot,20.0
2107,CastellaBot,80.0
2108,CastellaBot,80.0
2109,CastellaBot,60.0
2110,CastellaBot,80.0
2111,CastellaBot,60.0
2112,CastellaBot,40.0
2113,CastellaBot,20.0
2114,CastellaBot,80.0
2115,CastellaBot,20.0
2116,CastellaBot,60.0
2117,CastellaBot,40.0
2118,CastellaBot,60.0
2119,CastellaBot,20.0
2120,CastellaBot,40.0
2121,CastellaBot,40.0
2122,CastellaBot,40.0
2123,CastellaBot,20.0
2124,CastellaBot,80.0
2125,CastellaBot,40.0
2126,CastellaBot,80.0
2127,CastellaBot,40.0
2128,CastellaBot,80.0
2129,CastellaBot,80.0
2130,CastellaBot,60.0
2131,CastellaBot,0.0
2132,CastellaBot,40.0
2133,CastellaBot,60.0
2134,CastellaBot,40.0
2135,CastellaBot,80.0
2136,CastellaBot,40.0
2137,CastellaBot,40.0
2138,CastellaBot,40.0
2139,CastellaBot,40.0
2140,CastellaBot,80.0
2141,CastellaBot,40.0
2142,CastellaBot,20.0
2143,CastellaBot,40.0
2144,CastellaBot,60.0
2145,CastellaBot,20.0
2146,CastellaBot,80.0
2147,CastellaBot,80.0
2148,CastellaBot,40.0
2149,CastellaBot,20.0
2150,CastellaBot,60.0
2151,CastellaBot,0.0
2152,CastellaBot,40.0
2153,CastellaBot,40.0
2154,CastellaBot,100.0
2155,CastellaBot,20.0
2156,CastellaBot,40.0
2157,CastellaBot,80.0
2158,CastellaBot,80.0
2159,CastellaBot,40.0
2160,CastellaBot,40.0
2161,CastellaBot,60.0
2162,CastellaBot,40.0
2163,CastellaBot,80.0
2164,CastellaBot,80.0
2165,CastellaBot,20.0
2166,CastellaBot,60.0
2167,CastellaBot,0.0
2168,CastellaBot,60.0
2169,CastellaBot,60.0
2170,CastellaBot,20.0
2171,CastellaBot,60.0
