turn,color,move,player_name
66,WHITE,E3,CastellaBot
67,WHITE,F4,CastellaBot
68,WHITE,G5,CastellaBot
69,BLACK,D3,Human
70,WHITE,C5,CastellaBot
71,BLACK,E6,Human
72,WHITE,B4,CastellaBot
73,WHITE,C5,CastellaBot
74,WHITE,D6,CastellaBot
75,BLACK,F7,Human
76,WHITE,B4,CastellaBot
77,WHITE,C5,CastellaBot
78,WHITE,C5,CastellaBot
79,BLACK,B5,Human
80,WHITE,C3,CastellaBot
81,WHITE,F4,CastellaBot
82,BLACK,B6,Human
83,WHITE,B3,CastellaBot
84,WHITE,B5,CastellaBot
85,WHITE,C3,CastellaBot
86,BLACK,C6,Human
87,WHITE,B5,CastellaBot
88,WHITE,C3,CastellaBot
89,WHITE,E3,CastellaBot
90,WHITE,F4,CastellaBot
91,WHITE,G5,CastellaBot
92,BLACK,D6,Human
93,WHITE,C3,CastellaBot
94,BLACK,E6,Human
95,WHITE,C3,CastellaBot
96,BLACK,F7,Human
97,WHITE,B3,CastellaBot
98,WHITE,C3,CastellaBot
99,BLACK,G7,Human
100,WHITE,B3,CastellaBot
101,WHITE,E3,CastellaBot
102,BLACK,D3,Human
103,WHITE,C3,CastellaBot
104,WHITE,C5,CastellaBot
105,WHITE,F4,CastellaBot
106,WHITE,G5,CastellaBot
107,BLACK,F2,Human
108,WHITE,B4,CastellaBot
109,WHITE,C3,CastellaBot
110,WHITE,C5,CastellaBot
111,WHITE,C6,CastellaBot
112,WHITE,E2,CastellaBot
113,WHITE,F4,CastellaBot
114,WHITE,G5,CastellaBot
115,WHITE,G6,CastellaBot
116,BLACK,F3,Human
117,WHITE,C3,CastellaBot
118,WHITE,C5,CastellaBot
119,WHITE,F4,CastellaBot
120,WHITE,G3,CastellaBot
121,WHITE,G5,CastellaBot
122,BLACK,F4,Human
123,WHITE,C3,CastellaBot
124,WHITE,C5,CastellaBot
125,BLACK,F7,Human
126,WHITE,B4,CastellaBot
127,WHITE,C3,CastellaBot
128,WHITE,C5,CastellaBot
129,WHITE,C6,CastellaBot
130,WHITE,G5,CastellaBot
131,WHITE,G6,CastellaBot
132,WHITE,G7,CastellaBot
133,BLACK,G7,Human
134,WHITE,B4,CastellaBot
135,WHITE,F4,CastellaBot
136,BLACK,E6,Human
137,WHITE,B4,CastellaBot
138,WHITE,C3,CastellaBot
139,WHITE,C5,CastellaBot
140,WHITE,D3,CastellaBot
141,WHITE,D6,CastellaBot
142,WHITE,D7,CastellaBot
143,BLACK,G4,Human
144,WHITE,C3,CastellaBot
145,WHITE,C5,CastellaBot
146,WHITE,D3,CastellaBot
147,WHITE,E3,CastellaBot
148,WHITE,F3,CastellaBot
149,WHITE,G3,CastellaBot
150,WHITE,H3,CastellaBot
151,BLACK,G5,Human
152,WHITE,B4,CastellaBot
153,WHITE,C3,CastellaBot
154,WHITE,D6,CastellaBot
155,WHITE,H4,CastellaBot
156,WHITE,H6,CastellaBot
157,BLACK,G6,Human
158,WHITE,B4,CastellaBot
159,BLACK,G7,Human
160,WHITE,B4,CastellaBot
161,WHITE,G5,CastellaBot
162,BLACK,E6,Human
163,WHITE,C3,CastellaBot
164,WHITE,C5,CastellaBot
165,WHITE,D3,CastellaBot
166,WHITE,D6,CastellaBot
167,WHITE,D7,CastellaBot
168,BLACK,G6,Human
169,WHITE,C3,CastellaBot
170,WHITE,C5,CastellaBot
171,WHITE,E3,CastellaBot
172,WHITE,F4,CastellaBot
173,WHITE,G7,CastellaBot
174,WHITE,H6,CastellaBot
175,BLACK,G7,Human
176,WHITE,C5,CastellaBot
177,WHITE,D3,CastellaBot
178,WHITE,E7,CastellaBot
179,WHITE,F7,CastellaBot
180,BLACK,H5,Human
181,WHITE,C3,CastellaBot
182,WHITE,F4,CastellaBot
183,WHITE,H4,CastellaBot
184,WHITE,C3,CastellaBot
185,BLACK,D3,Human
186,WHITE,C5,CastellaBot
187,BLACK,B2,Human
188,WHITE,A1,CastellaBot
189,WHITE,C2,CastellaBot
190,WHITE,D2,CastellaBot
191,WHITE,E2,CastellaBot
192,WHITE,E3,CastellaBot
193,WHITE,F3,CastellaBot
194,WHITE,F4,CastellaBot
195,WHITE,G5,CastellaBot
196,BLACK,B3,Human
197,WHITE,A2,CastellaBot
198,WHITE,B2,CastellaBot
199,WHITE,C2,CastellaBot
200,WHITE,D2,CastellaBot
201,WHITE,E2,CastellaBot
202,WHITE,E3,CastellaBot
203,WHITE,F3,CastellaBot
204,WHITE,F4,CastellaBot
205,WHITE,G5,CastellaBot
206,BLACK,B4,Human
207,WHITE,A3,CastellaBot
208,WHITE,A5,CastellaBot
209,WHITE,B3,CastellaBot
210,WHITE,D2,CastellaBot
211,BLACK,B5,Human
212,WHITE,C6,CastellaBot
213,WHITE,E3,CastellaBot
214,WHITE,F4,CastellaBot
215,BLACK,B6,Human
216,WHITE,B5,CastellaBot
217,BLACK,C6,Human
218,WHITE,C7,CastellaBot
219,BLACK,D6,Human
220,WHITE,C7,CastellaBot
221,WHITE,E2,CastellaBot
222,WHITE,E3,CastellaBot
223,BLACK,E6,Human
224,WHITE,D2,CastellaBot
225,BLACK,F7,Human
226,WHITE,D2,CastellaBot
227,BLACK,G7,Human
228,WHITE,D2,CastellaBot
229,WHITE,E3,CastellaBot
230,BLACK,B2,Human
231,WHITE,A1,CastellaBot
232,WHITE,B3,CastellaBot
233,WHITE,B4,CastellaBot
234,WHITE,B5,CastellaBot
235,WHITE,C5,CastellaBot
236,WHITE,C6,CastellaBot
237,WHITE,D6,CastellaBot
238,WHITE,F4,CastellaBot
239,WHITE,G5,CastellaBot
240,WHITE,G6,CastellaBot
241,BLACK,C2,Human
242,WHITE,B2,CastellaBot
243,WHITE,B3,CastellaBot
244,WHITE,C5,CastellaBot
245,WHITE,F4,CastellaBot
246,WHITE,G5,CastellaBot
247,BLACK,D2,Human
248,WHITE,B4,CastellaBot
249,BLACK,E2,Human
250,WHITE,B4,CastellaBot
251,BLACK,F2,Human
252,WHITE,B4,CastellaBot
253,BLACK,F3,Human
254,WHITE,B5,CastellaBot
255,WHITE,C5,CastellaBot
256,BLACK,F4,Human
257,WHITE,B5,CastellaBot
258,WHITE,C5,CastellaBot
259,BLACK,F7,Human
260,WHITE,B4,CastellaBot
261,BLACK,G7,Human
262,WHITE,B4,CastellaBot
263,WHITE,F4,CastellaBot
264,BLACK,B2,Human
265,WHITE,A1,CastellaBot
266,WHITE,B4,CastellaBot
267,WHITE,C2,CastellaBot
268,WHITE,C5,CastellaBot
269,WHITE,E3,CastellaBot
270,BLACK,B3,Human
271,WHITE,B2,CastellaBot
272,WHITE,B4,CastellaBot
273,WHITE,C2,CastellaBot
274,WHITE,C5,CastellaBot
275,WHITE,E3,CastellaBot
276,BLACK,C2,Human
277,WHITE,B1,CastellaBot
278,WHITE,B2,CastellaBot
279,WHITE,B4,CastellaBot
280,WHITE,C5,CastellaBot
281,WHITE,E3,CastellaBot
282,BLACK,E6,Human
283,WHITE,B4,CastellaBot
284,BLACK,G4,Human
285,WHITE,C2,CastellaBot
286,WHITE,C5,CastellaBot
287,WHITE,E3,CastellaBot
288,BLACK,G5,Human
289,WHITE,B4,CastellaBot
290,BLACK,G6,Human
291,WHITE,B4,CastellaBot
292,BLACK,G7,Human
293,WHITE,B4,CastellaBot
294,WHITE,G5,CastellaBot
295,BLACK,B2,Human
296,WHITE,A1,CastellaBot
297,WHITE,C2,CastellaBot
298,WHITE,C5,CastellaBot
299,WHITE,E3,CastellaBot
300,BLACK,B3,Human
301,WHITE,B2,CastellaBot
302,WHITE,C2,CastellaBot
303,WHITE,C5,CastellaBot
304,WHITE,E3,CastellaBot
305,BLACK,C2,Human
306,WHITE,B1,CastellaBot
307,WHITE,B2,CastellaBot
308,BLACK,E6,Human
309,WHITE,C2,CastellaBot
310,WHITE,C5,CastellaBot
311,BLACK,G6,Human
312,WHITE,C5,CastellaBot
313,BLACK,G7,Human
314,WHITE,C2,CastellaBot
315,BLACK,H5,Human
316,WHITE,C5,CastellaBot
317,WHITE,E3,CastellaBot
318,WHITE,F4,CastellaBot
319,WHITE,H4,CastellaBot
320,WHITE,F4,CastellaBot
321,BLACK,E6,Human
322,WHITE,B4,CastellaBot
323,BLACK,B2,Human
324,WHITE,A1,CastellaBot
325,WHITE,C2,CastellaBot
326,WHITE,C5,CastellaBot
327,WHITE,C6,CastellaBot
328,WHITE,D2,CastellaBot
329,WHITE,D6,CastellaBot
330,WHITE,D7,CastellaBot
331,WHITE,E2,CastellaBot
332,WHITE,E7,CastellaBot
333,WHITE,F7,CastellaBot
334,BLACK,B3,Human
335,WHITE,B2,CastellaBot
336,WHITE,C2,CastellaBot
337,WHITE,C5,CastellaBot
338,WHITE,C6,CastellaBot
339,WHITE,D2,CastellaBot
340,WHITE,D6,CastellaBot
341,WHITE,D7,CastellaBot
342,WHITE,E7,CastellaBot
343,BLACK,B5,Human
344,WHITE,B6,CastellaBot
345,WHITE,C2,CastellaBot
346,WHITE,C5,CastellaBot
347,BLACK,E3,Human
348,WHITE,C2,CastellaBot
349,BLACK,F3,Human
350,WHITE,C2,CastellaBot
351,BLACK,G3,Human
352,WHITE,C2,CastellaBot
353,BLACK,G4,Human
354,WHITE,C2,CastellaBot
355,WHITE,C6,CastellaBot
356,BLACK,G5,Human
357,WHITE,C2,CastellaBot
358,BLACK,G6,Human
359,WHITE,D2,CastellaBot
360,WHITE,D6,CastellaBot
361,WHITE,E2,CastellaBot
362,WHITE,E3,CastellaBot
363,WHITE,F7,CastellaBot
364,BLACK,G7,Human
365,WHITE,C2,CastellaBot
366,WHITE,C2,CastellaBot
367,BLACK,B2,Human
368,WHITE,A1,CastellaBot
369,WHITE,A2,CastellaBot
370,WHITE,B3,CastellaBot
371,WHITE,B4,CastellaBot
372,WHITE,B5,CastellaBot
373,WHITE,C5,CastellaBot
374,WHITE,C6,CastellaBot
375,WHITE,D6,CastellaBot
376,WHITE,D7,CastellaBot
377,WHITE,E7,CastellaBot
378,BLACK,C1,Human
379,WHITE,B1,CastellaBot
380,WHITE,B2,CastellaBot
381,WHITE,B3,CastellaBot
382,WHITE,B4,CastellaBot
383,WHITE,B5,CastellaBot
384,WHITE,C5,CastellaBot
385,WHITE,C6,CastellaBot
386,WHITE,D6,CastellaBot
387,WHITE,D7,CastellaBot
388,WHITE,E7,CastellaBot
389,BLACK,D2,Human
390,WHITE,B4,CastellaBot
391,BLACK,E2,Human
392,WHITE,B4,CastellaBot
393,BLACK,E3,Human
394,WHITE,B4,CastellaBot
395,BLACK,F3,Human
396,WHITE,B4,CastellaBot
397,BLACK,G3,Human
398,WHITE,B4,CastellaBot
399,BLACK,G4,Human
400,WHITE,B5,CastellaBot
401,WHITE,C5,CastellaBot
402,WHITE,D6,CastellaBot
403,WHITE,F3,CastellaBot
404,WHITE,G6,CastellaBot
405,BLACK,G5,Human
406,WHITE,B4,CastellaBot
407,WHITE,B5,CastellaBot
408,WHITE,C5,CastellaBot
409,WHITE,C6,CastellaBot
410,WHITE,D6,CastellaBot
411,BLACK,G6,Human
412,WHITE,B4,CastellaBot
413,WHITE,B5,CastellaBot
414,WHITE,C5,CastellaBot
415,BLACK,G7,Human
416,WHITE,B4,CastellaBot
417,WHITE,C5,CastellaBot
418,BLACK,B2,Human
419,WHITE,A1,CastellaBot
420,WHITE,C2,CastellaBot
421,WHITE,D2,CastellaBot
422,WHITE,D6,CastellaBot
423,WHITE,D7,CastellaBot
424,WHITE,E2,CastellaBot
425,WHITE,E3,CastellaBot
426,WHITE,E7,CastellaBot
427,WHITE,F3,CastellaBot
428,WHITE,F7,CastellaBot
429,BLACK,B3,Human
430,WHITE,B2,CastellaBot
431,WHITE,B4,CastellaBot
432,WHITE,C2,CastellaBot
433,WHITE,D6,CastellaBot
434,WHITE,D7,CastellaBot
435,WHITE,E3,CastellaBot
436,WHITE,E7,CastellaBot
437,BLACK,B4,Human
438,WHITE,A3,CastellaBot
439,WHITE,A4,CastellaBot
440,BLACK,B5,Human
441,WHITE,A5,CastellaBot
442,WHITE,B3,CastellaBot
443,WHITE,B4,CastellaBot
444,BLACK,B6,Human
445,WHITE,B5,CastellaBot
446,WHITE,C2,CastellaBot
447,WHITE,C6,CastellaBot
448,BLACK,C6,Human
449,WHITE,C2,CastellaBot
450,WHITE,C7,CastellaBot
451,WHITE,D6,CastellaBot
452,WHITE,D7,CastellaBot
453,WHITE,E2,CastellaBot
454,WHITE,E3,CastellaBot
455,BLACK,D6,Human
456,WHITE,C2,CastellaBot
457,WHITE,C6,CastellaBot
458,WHITE,C7,CastellaBot
459,WHITE,D7,CastellaBot
460,WHITE,E2,CastellaBot
461,WHITE,E3,CastellaBot
462,BLACK,G4,Human
463,WHITE,D2,CastellaBot
464,WHITE,D6,CastellaBot
465,WHITE,E2,CastellaBot
466,WHITE,E3,CastellaBot
467,BLACK,G6,Human
468,WHITE,D2,CastellaBot
469,WHITE,E2,CastellaBot
470,WHITE,E3,CastellaBot
471,WHITE,E7,CastellaBot
472,WHITE,F3,CastellaBot
473,WHITE,F7,CastellaBot
474,BLACK,G7,Human
475,WHITE,C2,CastellaBot
476,WHITE,D2,CastellaBot
477,WHITE,D6,CastellaBot
478,WHITE,D7,CastellaBot
479,WHITE,E2,CastellaBot
480,WHITE,E3,CastellaBot
481,WHITE,F3,CastellaBot
482,WHITE,F7,CastellaBot
483,WHITE,D6,CastellaBot
484,BLACK,B2,Human
485,WHITE,A1,CastellaBot
486,WHITE,B3,CastellaBot
487,WHITE,B4,CastellaBot
488,WHITE,C2,CastellaBot
489,WHITE,C5,CastellaBot
490,WHITE,D2,CastellaBot
491,WHITE,E3,CastellaBot
492,BLACK,B3,Human
493,WHITE,A2,CastellaBot
494,WHITE,B2,CastellaBot
495,WHITE,B4,CastellaBot
496,WHITE,C2,CastellaBot
497,WHITE,C5,CastellaBot
498,WHITE,D2,CastellaBot
499,WHITE,E3,CastellaBot
500,BLACK,C2,Human
501,WHITE,B1,CastellaBot
502,WHITE,B2,CastellaBot
503,WHITE,B3,CastellaBot
504,WHITE,B4,CastellaBot
505,WHITE,C5,CastellaBot
506,WHITE,D2,CastellaBot
507,BLACK,D7,Human
508,WHITE,B3,CastellaBot
509,BLACK,E7,Human
510,WHITE,B4,CastellaBot
511,WHITE,C2,CastellaBot
512,WHITE,C5,CastellaBot
513,BLACK,F7,Human
514,WHITE,B4,CastellaBot
515,BLACK,G4,Human
516,WHITE,B3,CastellaBot
517,WHITE,C2,CastellaBot
518,BLACK,G5,Human
519,WHITE,B3,CastellaBot
520,WHITE,B4,CastellaBot
521,BLACK,G6,Human
522,WHITE,B3,CastellaBot
523,WHITE,B4,CastellaBot
524,BLACK,G7,Human
525,WHITE,B3,CastellaBot
526,WHITE,B4,CastellaBot
527,WHITE,D7,CastellaBot
528,BLACK,B2,Human
529,WHITE,A1,CastellaBot
530,WHITE,B3,CastellaBot
531,WHITE,B4,CastellaBot
532,WHITE,C2,CastellaBot
533,WHITE,C5,CastellaBot
534,WHITE,D6,CastellaBot
535,WHITE,E3,CastellaBot
536,BLACK,B3,Human
537,WHITE,A2,CastellaBot
538,WHITE,B2,CastellaBot
539,WHITE,B4,CastellaBot
540,WHITE,C2,CastellaBot
541,WHITE,C5,CastellaBot
542,WHITE,D6,CastellaBot
543,WHITE,E3,CastellaBot
544,BLACK,C2,Human
545,WHITE,B1,CastellaBot
546,WHITE,B2,CastellaBot
547,BLACK,E7,Human
548,WHITE,B4,CastellaBot
549,BLACK,F7,Human
550,WHITE,B4,CastellaBot
551,BLACK,G3,Human
552,WHITE,B3,CastellaBot
553,WHITE,C2,CastellaBot
554,BLACK,G4,Human
555,WHITE,B3,CastellaBot
556,WHITE,C2,CastellaBot
557,BLACK,G5,Human
558,WHITE,B3,CastellaBot
559,WHITE,B4,CastellaBot
560,BLACK,G6,Human
561,WHITE,B3,CastellaBot
562,WHITE,B4,CastellaBot
563,BLACK,G7,Human
564,WHITE,B3,CastellaBot
565,WHITE,E3,CastellaBot
566,BLACK,B2,Human
567,WHITE,A1,CastellaBot
568,WHITE,B3,CastellaBot
569,WHITE,B4,CastellaBot
570,WHITE,B5,CastellaBot
571,WHITE,C5,CastellaBot
572,WHITE,D6,CastellaBot
573,WHITE,D7,CastellaBot
574,WHITE,E7,CastellaBot
575,BLACK,C2,Human
576,WHITE,B1,CastellaBot
577,WHITE,B2,CastellaBot
578,WHITE,B3,CastellaBot
579,WHITE,B4,CastellaBot
580,WHITE,C5,CastellaBot
581,WHITE,D6,CastellaBot
582,WHITE,D7,CastellaBot
583,WHITE,E7,CastellaBot
584,BLACK,D2,Human
585,WHITE,B4,CastellaBot
586,BLACK,E2,Human
587,WHITE,B4,CastellaBot
588,BLACK,F2,Human
589,WHITE,B4,CastellaBot
590,BLACK,G3,Human
591,WHITE,B5,CastellaBot
592,WHITE,C5,CastellaBot
593,BLACK,G4,Human
594,WHITE,B5,CastellaBot
595,WHITE,C5,CastellaBot
596,WHITE,D6,CastellaBot
597,BLACK,G5,Human
598,WHITE,B4,CastellaBot
599,BLACK,G6,Human
600,WHITE,B4,CastellaBot
601,WHITE,B5,CastellaBot
602,WHITE,C5,CastellaBot
603,WHITE,D6,CastellaBot
604,BLACK,G7,Human
605,WHITE,B4,CastellaBot
606,WHITE,C5,CastellaBot
607,BLACK,D6,Human
608,WHITE,C2,CastellaBot
609,BLACK,B2,Human
610,WHITE,A1,CastellaBot
611,WHITE,A2,CastellaBot
612,WHITE,B3,CastellaBot
613,WHITE,C6,CastellaBot
614,WHITE,C7,CastellaBot
615,WHITE,D7,CastellaBot
616,WHITE,E3,CastellaBot
617,WHITE,E7,CastellaBot
618,WHITE,F7,CastellaBot
619,BLACK,B3,Human
620,WHITE,A3,CastellaBot
621,WHITE,A4,CastellaBot
622,WHITE,B4,CastellaBot
623,WHITE,B5,CastellaBot
624,WHITE,C6,CastellaBot
625,WHITE,C7,CastellaBot
626,WHITE,D7,CastellaBot
627,WHITE,E3,CastellaBot
628,WHITE,E7,CastellaBot
629,BLACK,B4,Human
630,WHITE,A4,CastellaBot
631,WHITE,A5,CastellaBot
632,WHITE,B5,CastellaBot
633,WHITE,C6,CastellaBot
634,BLACK,B5,Human
635,WHITE,A5,CastellaBot
636,WHITE,A6,CastellaBot
637,WHITE,C6,CastellaBot
638,BLACK,B6,Human
639,WHITE,B5,CastellaBot
640,WHITE,C6,CastellaBot
641,BLACK,D2,Human
642,WHITE,C6,CastellaBot
643,WHITE,C7,CastellaBot
644,WHITE,D7,CastellaBot
645,WHITE,E1,CastellaBot
646,WHITE,E2,CastellaBot
647,WHITE,E3,CastellaBot
648,WHITE,E7,CastellaBot
649,WHITE,F7,CastellaBot
650,BLACK,E3,Human
651,WHITE,C6,CastellaBot
652,WHITE,C7,CastellaBot
653,WHITE,D2,CastellaBot
654,WHITE,D7,CastellaBot
655,WHITE,E7,CastellaBot
656,WHITE,F2,CastellaBot
657,WHITE,F3,CastellaBot
658,WHITE,F7,CastellaBot
659,BLACK,F3,Human
660,WHITE,C6,CastellaBot
661,WHITE,C7,CastellaBot
662,WHITE,D7,CastellaBot
663,BLACK,G3,Human
664,WHITE,C6,CastellaBot
665,BLACK,G4,Human
666,WHITE,C6,CastellaBot
667,WHITE,C7,CastellaBot
668,WHITE,D7,CastellaBot
669,BLACK,G5,Human
670,WHITE,C6,CastellaBot
671,BLACK,G6,Human
672,WHITE,C6,CastellaBot
673,WHITE,C7,CastellaBot
674,WHITE,D7,CastellaBot
675,BLACK,G7,Human
676,WHITE,C6,CastellaBot
677,WHITE,C7,CastellaBot
678,WHITE,D7,CastellaBot
679,WHITE,C6,CastellaBot
680,BLACK,B2,Human
681,WHITE,A1,CastellaBot
682,WHITE,C2,CastellaBot
683,WHITE,D2,CastellaBot
684,WHITE,E2,CastellaBot
685,WHITE,E3,CastellaBot
686,WHITE,F3,CastellaBot
687,BLACK,B3,Human
688,WHITE,A2,CastellaBot
689,WHITE,B2,CastellaBot
690,WHITE,B4,CastellaBot
691,WHITE,C2,CastellaBot
692,WHITE,D2,CastellaBot
693,WHITE,E3,CastellaBot
694,WHITE,F3,CastellaBot
695,BLACK,B4,Human
696,WHITE,A3,CastellaBot
697,WHITE,A4,CastellaBot
698,BLACK,B5,Human
699,WHITE,A4,CastellaBot
700,WHITE,A5,CastellaBot
701,WHITE,B3,CastellaBot
702,WHITE,B4,CastellaBot
703,BLACK,B6,Human
704,WHITE,A6,CastellaBot
705,WHITE,B4,CastellaBot
706,WHITE,B5,CastellaBot
707,BLACK,B7,Human
708,WHITE,B6,CastellaBot
709,BLACK,D7,Human
710,WHITE,C2,CastellaBot
711,WHITE,C7,CastellaBot
712,WHITE,C8,CastellaBot
713,WHITE,E2,CastellaBot
714,WHITE,E3,CastellaBot
715,BLACK,E7,Human
716,WHITE,C2,CastellaBot
717,WHITE,D2,CastellaBot
718,WHITE,D7,CastellaBot
719,WHITE,D8,CastellaBot
720,WHITE,E2,CastellaBot
721,WHITE,E3,CastellaBot
722,WHITE,F3,CastellaBot
723,WHITE,F7,CastellaBot
724,WHITE,F8,CastellaBot
725,BLACK,F7,Human
726,WHITE,C2,CastellaBot
727,WHITE,D2,CastellaBot
728,BLACK,G4,Human
729,WHITE,C2,CastellaBot
730,WHITE,D2,CastellaBot
731,BLACK,G5,Human
732,WHITE,D2,CastellaBot
733,WHITE,E2,CastellaBot
734,WHITE,E3,CastellaBot
735,BLACK,G6,Human
736,WHITE,D2,CastellaBot
737,BLACK,G7,Human
738,WHITE,C2,CastellaBot
739,WHITE,D2,CastellaBot
740,WHITE,E2,CastellaBot
741,WHITE,E3,CastellaBot
742,WHITE,C7,CastellaBot
743,BLACK,B2,Human
744,WHITE,A1,CastellaBot
745,WHITE,C2,CastellaBot
746,WHITE,D2,CastellaBot
747,WHITE,D7,CastellaBot
748,WHITE,E2,CastellaBot
749,WHITE,E3,CastellaBot
750,WHITE,E7,CastellaBot
751,WHITE,F7,CastellaBot
752,BLACK,B3,Human
753,WHITE,B2,CastellaBot
754,WHITE,B4,CastellaBot
755,WHITE,C2,CastellaBot
756,WHITE,D2,CastellaBot
757,WHITE,D7,CastellaBot
758,WHITE,E3,CastellaBot
759,WHITE,E7,CastellaBot
760,BLACK,B4,Human
761,WHITE,A3,CastellaBot
762,WHITE,A4,CastellaBot
763,BLACK,B5,Human
764,WHITE,A5,CastellaBot
765,WHITE,B4,CastellaBot
766,BLACK,B6,Human
767,WHITE,A5,CastellaBot
768,WHITE,B4,CastellaBot
769,WHITE,B5,CastellaBot
770,BLACK,C6,Human
771,WHITE,B6,CastellaBot
772,BLACK,D7,Human
773,WHITE,C2,CastellaBot
774,WHITE,C6,CastellaBot
775,BLACK,G4,Human
776,WHITE,D2,CastellaBot
777,WHITE,E2,CastellaBot
778,WHITE,E3,CastellaBot
779,WHITE,E7,CastellaBot
780,WHITE,F3,CastellaBot
781,WHITE,F7,CastellaBot
782,WHITE,G3,CastellaBot
783,WHITE,G5,CastellaBot
784,WHITE,H4,CastellaBot
785,BLACK,G5,Human
786,WHITE,D2,CastellaBot
787,WHITE,E2,CastellaBot
788,WHITE,E3,CastellaBot
789,WHITE,F7,CastellaBot
790,WHITE,H4,CastellaBot
791,WHITE,H5,CastellaBot
792,BLACK,G6,Human
793,WHITE,D2,CastellaBot
794,WHITE,E2,CastellaBot
795,WHITE,E3,CastellaBot
796,WHITE,E7,CastellaBot
797,WHITE,F7,CastellaBot
798,BLACK,G7,Human
799,WHITE,C2,CastellaBot
800,WHITE,D2,CastellaBot
801,WHITE,D7,CastellaBot
802,WHITE,E2,CastellaBot
803,WHITE,E3,CastellaBot
804,WHITE,F7,CastellaBot
805,WHITE,D7,CastellaBot
806,BLACK,B2,Human
807,WHITE,A1,CastellaBot
808,WHITE,C2,CastellaBot
809,WHITE,C6,CastellaBot
810,WHITE,C7,CastellaBot
811,WHITE,D2,CastellaBot
812,WHITE,E2,CastellaBot
813,WHITE,E3,CastellaBot
814,WHITE,E7,CastellaBot
815,BLACK,B3,Human
816,WHITE,A2,CastellaBot
817,WHITE,B2,CastellaBot
818,WHITE,B4,CastellaBot
819,WHITE,C2,CastellaBot
820,WHITE,C6,CastellaBot
821,WHITE,C7,CastellaBot
822,WHITE,D2,CastellaBot
823,WHITE,E3,CastellaBot
824,WHITE,E7,CastellaBot
825,BLACK,B4,Human
826,WHITE,A4,CastellaBot
827,BLACK,B5,Human
828,WHITE,A5,CastellaBot
829,WHITE,B3,CastellaBot
830,WHITE,B4,CastellaBot
831,BLACK,B6,Human
832,WHITE,B5,CastellaBot
833,BLACK,D8,Human
834,WHITE,C2,CastellaBot
835,WHITE,C6,CastellaBot
836,WHITE,C7,CastellaBot
837,WHITE,C8,CastellaBot
838,WHITE,E2,CastellaBot
839,WHITE,E3,CastellaBot
840,BLACK,E7,Human
841,WHITE,C2,CastellaBot
842,WHITE,C6,CastellaBot
843,WHITE,C7,CastellaBot
844,WHITE,D2,CastellaBot
845,WHITE,D8,CastellaBot
846,WHITE,E2,CastellaBot
847,WHITE,E3,CastellaBot
848,WHITE,F7,CastellaBot
849,WHITE,F8,CastellaBot
850,BLACK,F7,Human
851,WHITE,C2,CastellaBot
852,WHITE,C6,CastellaBot
853,BLACK,G3,Human
854,WHITE,C2,CastellaBot
855,WHITE,C6,CastellaBot
856,WHITE,D2,CastellaBot
857,BLACK,G4,Human
858,WHITE,C2,CastellaBot
859,WHITE,C6,CastellaBot
860,WHITE,C7,CastellaBot
861,WHITE,D2,CastellaBot
862,BLACK,G5,Human
863,WHITE,C6,CastellaBot
864,WHITE,C7,CastellaBot
865,WHITE,D2,CastellaBot
866,BLACK,G6,Human
